DATE_TIME,TEMPERATURE,HUMIDITY,WIND,PRECIPITATION
3/23/2021 6:00,6.96102,98.79123,0,0.34211
3/23/2021 7:00,7.03033,97.82787,0,0.28295
3/23/2021 8:00,6.90607,96.72037,0,0.36741
3/23/2021 9:00,7.11869,94.22241,0,0.24897
3/23/2021 10:00,7.15996,90.58,0,0.26582
3/23/2021 11:00,6.92207,89.93667,0,0.4115
3/23/2021 12:00,6.45152,93.55417,0,0.44042
3/23/2021 13:00,6.18794,95.79394,0,0.28758
3/23/2021 14:00,6.28047,88.95088,0,0.28895
3/23/2021 15:00,6.32357,83.90755,0,0.30698
3/23/2021 16:00,5.9302,84.09167,0,0.35033
3/23/2021 17:00,5.86144,78.44034,0,0.16407
3/23/2021 18:00,5.71877,75.3475,0,0.22115
3/23/2021 19:00,5.55602,72.06797,0,0.28814
3/23/2021 20:00,5.57623,63.20596,0,0.33615
3/23/2021 21:00,5.46964,62.96237,0,0.32915
3/23/2021 22:00,5.4453,60.46962,0,0.30792
3/23/2021 23:00,5.31914,63.62431,0,0.31017
3/24/2021 0:00,5.31161,64.42898,0,0.31551
3/24/2021 1:00,5.10889,65.24754,0,0.32492
3/24/2021 2:00,5.23012,70.44,0,0.28632
3/24/2021 3:00,5.65629,74.18678,0,0.33661
3/24/2021 4:00,4.59295,79.56017,0,0.45431
3/24/2021 5:00,3.05275,93.575,0,0.39333
3/24/2021 6:00,4.38844,93.20556,0,0.19722
3/24/2021 7:00,3.2915,95.83966,0,0.12672
3/24/2021 8:00,3.12011,98.61132,0,0.24981
3/24/2021 9:00,4.63729,97.56102,0,0
3/24/2021 10:00,5.98431,83.19735,0,0.02122
3/24/2021 11:00,6.39748,64.7977,0,0
3/24/2021 12:00,6.21528,60.8413,0,0
3/24/2021 13:00,5.62203,64.73467,0,0
3/24/2021 14:00,5.25838,66.00224,0,0
3/24/2021 15:00,5.30403,63.27862,0,0
3/24/2021 18:00,4.09337,60.70135,0,0
3/24/2021 19:00,3.73695,62.33983,0,0
3/24/2021 20:00,3.49244,64.09579,0,0
3/24/2021 21:00,3.11298,68.96574,0,0
3/24/2021 22:00,3.05958,73.02709,0,0
3/24/2021 23:00,2.8041,79.1639,0,0
3/25/2021 0:00,2.31544,87.434,0,0
3/25/2021 1:00,1.831,90.24167,0,0
3/25/2021 2:00,1.68789,88.80179,0,0
3/25/2021 3:00,1.8626,86.66,0,0.01833
3/25/2021 4:00,2.44734,85.492,0,0.0684
3/25/2021 5:00,3.09557,84.155,0,0.00367
3/25/2021 6:00,3.89482,81.45393,0,0
3/25/2021 7:00,5.55371,71.46847,0,0
3/25/2021 8:00,6.04913,65.59241,0,0
3/25/2021 9:00,6.27259,61.70672,0,0
3/25/2021 10:00,6.9198,57.12418,0.61764,0
3/25/2021 11:00,7.3699,53.15333,3.89333,0
3/25/2021 12:00,7.65618,53.93143,3.45082,0
3/25/2021 13:00,7.36847,54.38797,3.42627,0
3/25/2021 14:00,7.4279,54.50208,3.74833,0
3/25/2021 15:00,6.86638,60.24689,1.37754,0
3/25/2021 16:00,6.55071,67.92255,0,0
3/25/2021 17:00,6.20427,73.34,0,0
3/25/2021 18:00,6.00341,73.84103,0,0
3/25/2021 19:00,5.2823,75.40567,0,0
3/25/2021 20:00,4.30245,79.30745,0,0.02018
3/25/2021 21:00,4.4535,81.80333,0,0
3/25/2021 22:00,4.30532,80.89298,0,0.00842
3/25/2021 23:00,3.76231,81.13898,0,0
3/26/2021 0:00,3.59605,78.72255,0,0
3/26/2021 1:00,3.35666,78.58729,0,0
3/26/2021 2:00,3.87272,77.3931,0,0
3/26/2021 3:00,5.21186,72.81429,0,0
3/26/2021 4:00,5.503,69.75944,0,0
3/26/2021 5:00,5.4622,67.429,0,0
3/26/2021 6:00,5.98802,64.16038,0,0
3/26/2021 7:00,6.66989,61.67649,0,0
3/26/2021 8:00,7.9177,58.04893,3.305,0
3/26/2021 9:00,9.056,53.37967,2.96867,0
3/26/2021 10:00,9.36722,53.46111,3.40556,0
3/26/2021 11:00,9.65943,46.43528,4.69302,0
3/26/2021 12:00,9.25596,48.85442,4.00231,0
3/26/2021 13:00,9.23789,56.98807,2.84439,0
3/26/2021 14:00,8.76365,59.93731,2.40385,0
3/26/2021 15:00,8.63847,60.11542,2.05814,0
3/26/2021 16:00,8.04476,63.565,1.72172,0
3/26/2021 17:00,7.79939,67.07898,0.50695,0
3/26/2021 18:00,7.46951,69.87878,0,0
3/26/2021 19:00,7.85667,69.62667,0,0
3/26/2021 20:00,8.13224,68.34362,0,0
3/26/2021 21:00,8.17525,71.1677,0,0
3/26/2021 22:00,8.1162,74.14,0,0
3/26/2021 23:00,8.19983,75.70576,0,0
3/27/2021 0:00,7.84462,78.85625,0,0
3/27/2021 1:00,6.76928,82.62833,0,0.06133
3/27/2021 2:00,5.83371,89.08983,0,0.34542
3/27/2021 3:00,5.80256,91.49831,0,0.1
3/27/2021 4:00,6.18764,89.9,0,0
3/27/2021 5:00,8.43702,77.35852,1.69279,0
3/27/2021 6:00,9.58172,73.5331,2.03483,0
3/27/2021 7:00,10.09443,75.39279,2.32016,0
3/27/2021 8:00,10.16033,76.5223,3.35885,0
3/27/2021 9:00,10.31586,74.40017,3.57,0
3/27/2021 10:00,10.61052,69.81069,3.38379,0
3/27/2021 11:00,11.55667,64.04167,2.80467,0
3/27/2021 12:00,12.12204,54.2363,2.69593,0
3/27/2021 13:00,12.30033,53.28443,2.47623,0
3/27/2021 14:00,12.47483,50.97586,2.0431,0
3/27/2021 15:00,11.85717,54.4995,1.87133,0
3/27/2021 16:00,10.53333,66.16281,1.48018,0
3/27/2021 17:00,9.23867,69.233,1.74333,0
3/27/2021 18:00,8.51981,71.69365,1.39154,0
3/27/2021 19:00,8.29567,71.62383,0.87783,0
3/27/2021 20:00,7.58056,71.28462,0,0
3/27/2021 21:00,7.08402,69.516,0,0
3/27/2021 22:00,6.77611,72.30351,0,0
3/27/2021 23:00,6.31011,76.63054,0,0
3/28/2021 0:00,5.82663,79.31556,0,0
3/28/2021 1:00,5.54882,84.35574,0,0.31016
3/28/2021 2:00,5.28678,90.98889,0,0.44944
3/28/2021 3:00,5.0791,93.66066,0,0.43508
3/28/2021 4:00,5.68706,96.00556,0,0.15648
3/28/2021 5:00,9.00635,92.4873,1.3173,0
3/28/2021 6:00,10.78278,76.75037,3.01,0
3/28/2021 7:00,11.35119,68.18729,3.11712,0
3/28/2021 8:00,11.92164,62.11934,3.68016,0
3/28/2021 9:00,11.83983,61.9131,4.02103,0
3/28/2021 10:00,12.84018,61.38,2.56927,0
